药品名称,厂家,RMSE,MAE,SMAPE,R²
w3鱼油脂肪乳注射液,华瑞,482.2787366611461,402.6695396233598,37.07882048744664,-0.37340927334811336
一次性使用注射笔用针头,苏碧迪,20552.64558746169,14004.152075252501,69.2018016200237,-1.7595082561963853
一清胶囊,成都康弘,3152.0631528432928,2459.4234362054463,51.084767190594185,-6.612163307712296
丁硼乳膏,宁波立华,214.08527840531315,163.35981791207809,43.12398225016825,-0.6952691148676595
丁苯酞氯化钠注射液,石药恩必普,1633.1322655253812,1500.2677572524747,185.82138724491787,-5.36129427188308
丁苯酞软胶囊,石药恩必普,928.477766082983,829.3501744881062,53.525155695398205,-3.6797220550482796
丁酸氢化可的松乳膏,津太平洋,97.21301393713985,79.68202906076571,30.313564258939614,0.14488487920656956
七叶洋地黄双苷滴眼液,德国施图伦,4341.559608600189,3495.3268880972455,24.508483540543637,0.2740813731666093
丙戊酸钠片,鲁仁和堂,168.74616882363895,144.5391409570314,98.14943351695055,-2.0069517116597533
丙氨酰谷氨酰胺注射液,华瑞,1248.910916453037,929.9612062695709,79.04915535781,-2.0558063593258686
丙氨酰谷氨酰胺注射液,哈三联,133.0295491386453,95.04207175278232,,-0.6772685948280968
丙泊酚中_长链脂肪乳注射液,费森,2235.26054388759,2081.7051155162926,132.73087872511843,-4.258951600734341
中_长链脂肪乳注射液[C624],华瑞,479.91923871302765,368.4639477188956,71.27010671902872,-0.5422595770800474
丹参,统货,29.885098627042833,24.808490487069413,89.02851569939429,-0.32875088327189417
乙磺酸尼达尼布软胶囊,勃林格殷格翰,23.79258967368234,14.154634058585208,31.687372841321444,-0.14334842303877138
二甲硅油乳剂,四川健能,2073.4890844861625,1724.2312287639459,36.669753594472965,-1.9592251487202175
二硫化硒洗剂,苏迪赛诺,463.2139399465427,350.62818059850906,66.68500934740311,-0.8322553833064172
二羟丙茶碱注射液,沪信谊金朱,162.88538539656358,128.90395705734878,,-0.15315665141650392
云南白药气雾剂,云南白药,125.14395377093103,92.55043143004441,110.98877779590023,-0.15827834907312632
人凝血因子8,华兰,1080.682248625093,962.4275129740479,89.15102268752364,-7.452277750746781
人白介素2注射液,京四环,1560.945932331617,1221.194492127752,187.78370045626366,-1.5497499678228541
人血白蛋白,同路生物,4766.541915340495,4437.491323689018,123.61629475323596,-15.93861879007584
人血白蛋白,百特,3138.1664778527056,2675.562982649873,37.46340922838428,-0.08461706100510913
他克莫司滴眼液,日本千寿,27.756311227972034,21.426883063171935,89.51348192617102,-1.3280982353603394
他克莫司胶囊[普乐可复],爱尔兰,400.4341177745717,274.48920731634587,25.920790696082296,-0.3463790372831477
他达拉非片,苏天士力,612.377309416918,508.0881168169933,61.56813863701054,-7.683719316650597
仙鹤草,统货,5.218046123430869,4.349905220767905,30.816310718792828,-1.1674672178599028
低分子肝素钠注射液,意大利,17195.533837061226,13853.853614085567,99.57159543321853,-2.0298249464680325
依巴斯汀片,西班牙艾美,6180.813910996305,5231.753829251541,117.45884564287378,-10.78143819749186
依帕司他片,南京海陵,2958.571478154208,1679.3075795176526,26.94622667057075,-0.04481162398998162
依托咪酯乳状注射液,江苏恩华,1986.3995486157178,1684.9887197554076,28.81430190256386,-0.15368426362594345
依托度酸缓释片,双鹭,1072.8444941616688,813.9432529745485,28.12154186726974,-0.19710581656196657
依西美坦片,辉瑞,198.04856793889329,133.6234295849317,55.54948121011842,-0.5603816786795928
依诺肝素钠注射液,赛诺菲,19920.758770998917,16853.15915250135,94.53628818975253,-10.220653175275354
依那西普注射液,辉瑞,242.04801479403343,202.82284276304281,20.94295158106978,-0.5308661932192864
保妇康栓,海南碧凯,710.4831770678406,614.8893313122483,33.388407772192124,-1.611385591685536
信迪利单抗注射液,信达生物,53.1544243621487,41.559678506337114,22.91846344702051,0.3308534841253311
克林霉素磷酸酯凝胶,鲁方明,420.2974372936619,321.94171831415775,28.87341510406515,-0.30917884489146163
