药品名称,厂家,RMSE,MAE,SMAPE,R²
丁苯酞氯化钠注射液,石药恩必普,1010.0797577389064,842.5236475093324,37.94596142718138,-1.257838953700301
丁苯酞软胶囊,石药恩必普,904.5516585549173,779.1187986853527,46.72050097775522,-0.08118084392275837
丹参酮2A磺酸钠注射液,沪第一生化,1397.5654073724074,1157.9254335692976,92.16464022862024,-0.9754278647907395
乌司奴单抗注射液,Cilag AG,187.5368522015768,174.51148996679782,93.26862611736874,-893.1034255511454
乌司奴单抗注射液[静脉输注],Cilag AG,276.4950849289705,252.83128770069646,138.98986108412973,-244.50769336993022
乌美溴铵维兰特罗吸入粉雾剂,葛兰素,79.13781563359198,58.410112412249454,52.87161294618732,-0.2617521681857735
乙磺酸尼达尼布软胶囊,勃林格殷格翰,88.3656548326059,74.28095630267718,68.16369299988916,-4.250980999586699
他氟前列素滴眼液,参天制药,109.29260286906054,96.61707576952483,75.26365377464847,-0.062134267636235974
伊布替尼胶囊,美国,2.8690125233291144,2.317549329461415,18.984275805324064,-3.0982320308823423
优替德隆注射液,成都华昊中天,20.53613762956107,15.482768912971807,43.59586759303393,-0.05440179935339495
依洛尤单抗注射液,安进公司,1495.673819522698,1339.0408087035153,116.6861221082956,-618.1809099085951
依达拉奉右莰醇注射用浓溶液,南京先声,1251.2096517104612,1036.894643312541,26.51548381085004,-18.793736843844542
依那西普注射液,辉瑞,337.1530348700894,239.99469764891748,21.783764612356094,-0.2739256150269942
信迪利单抗注射液,信达生物,332.00284876992566,256.7106076195127,55.16292666287319,-2.9891033836482115
克唑替尼胶囊,辉瑞,11.902128823469715,11.004213911114315,96.06404536766743,-2.2689019014081606
克立硼罗软膏,美国辉瑞,500.5959681420868,449.8024707639847,84.29732974680735,-797.3549889724375
利司那肽注射液,赛诺菲,0.3664803577179548,0.3443826837714219,2.4585051599323156,-11916.860270684632
利拉鲁肽注射液,诺和诺德,238.4377622564081,214.33025727644196,83.23364608794283,-0.19124860617990302
司库奇尤单抗注射液,诺华,885.0238081609092,862.2009074516761,43.617732883877466,-1926.0498482041717
司美格鲁肽注射液,诺和诺德,4.597589646447155,4.4616327583789825,200.0,0.0
呋喹替尼胶囊,和记黄埔,0.0015456013950622747,0.0015456013950622743,200.0,0.0
地塞米松玻璃体内植入剂,艾尔建,0.0019614866469055414,0.0019614866469055414,200.0,0.0
地拉罗司分散片,诺华,25.854632712551023,22.460045087765565,34.89355119039812,-2.7065365684213227
