药品名称,厂家,RMSE,MAE,SMAPE,R²
w3鱼油脂肪乳注射液,华瑞,478.2926157586683,305.63643750040995,30.469296875833656,-0.5656499682436833
一次性使用注射笔用针头,苏碧迪,7172.934960851962,4627.584949429352,45.90084661785979,0.5633404788509196
一清胶囊,成都康弘,67615.17926857933,10217.196711850249,52.768248841925136,-3425.730602159863
丁硼乳膏,宁波立华,186.05228278279444,124.55060670394118,30.46638947783636,-0.2878951168919974
丁苯酞氯化钠注射液,石药恩必普,574.3381144720099,359.01555565556004,61.45965633637768,0.5679389168221999
丁苯酞软胶囊,石药恩必普,478.37758569166215,373.7638747136888,24.946013821702167,0.41590357643022136
丁酸氢化可的松乳膏,津太平洋,114.34444034293762,82.05094231305075,30.245722555936617,-0.1745196882398874
七叶洋地黄双苷滴眼液,德国施图伦,5165.5372643314095,3804.605932838632,33.082403304079314,0.034956966872855655
丙戊酸钠片,鲁仁和堂,87.12639317868347,61.334583863170224,64.54300896720183,0.2308101319884096
丙氨酰谷氨酰胺注射液,华瑞,510.16992392152446,355.0917583922201,55.67785444575162,0.3295760285955601
丙氨酰谷氨酰胺注射液,哈三联,102.60033206394475,71.21352016743322,59.05818402604448,0.31643937734187244
丙泊酚中/长链脂肪乳注射液,费森,1127.4933197473051,641.2419197977641,92.08757215624642,-0.43602196295400697
中/长链脂肪乳注射液[C624],华瑞,377.1384888965962,296.46809839467915,53.36866650839494,0.4857444129348699
丹参,统货,17.69339627067542,12.578650043564995,43.07865042542869,0.5225284703079908
乙磺酸尼达尼布软胶囊,勃林格殷格翰,40.109537174041655,27.960171411979488,52.66916553576917,-1.5252444627029451
二甲硅油乳剂,四川健能,1478.9341702937852,1166.3220258892177,27.034602388803552,-0.34175175321049034
二硫化硒洗剂,苏迪赛诺,385.1072111821092,321.43337682474856,90.36173713282022,-0.5701600468218109
二羟丙茶碱注射液,沪信谊金朱,125.35841018475615,92.03109870530072,68.16323207713162,0.5515563263627119
云南白药气雾剂,云南白药,76.28095836347862,50.6217654830719,67.38048103102521,0.4559524801916204
人凝血因子8,华兰,368.9352508276873,272.90419435477867,37.783192556760476,-0.08566877757470492
人白介素2注射液,京四环,821.6746780517578,605.777282408504,52.62909182933148,0.2788094328936068
人血白蛋白,同路生物,2141.6678478617705,1345.0672101953398,62.859116797079054,-0.35034119185702295
人血白蛋白,百特,3226.068058256611,2376.706622216881,32.20512528243218,-0.1631487718260991
他克莫司滴眼液,日本千寿,14.973616129496012,10.38426073346761,54.29736221721495,0.3464158108223384
他克莫司胶囊[普乐可复],爱尔兰,306.5267081619035,216.07039278440996,20.834535945791988,0.10434813479673766
他达拉非片,苏天士力,212.52855144519253,160.93994298384857,28.117749576946498,-0.08019073908063357
仙鹤草,统货,4.093987326265503,3.271596341567338,22.595287222110656,-0.32984042163004457
低分子肝素钠注射液,意大利,4530.835031941586,3200.0706834017433,40.77038757627553,0.7483679606014544
依巴斯汀片,西班牙艾美,1501.6997663271577,1108.7452763094254,77.1120298705138,0.2610923617438302
依帕司他片,南京海陵,2825.100626060659,1710.7850226877922,33.43276129687195,-0.019500602406486323
依托咪酯乳状注射液,江苏恩华,2430.012307548296,2081.029936397768,44.51250566320196,-0.5921459363840875
依托度酸缓释片,双鹭,1188.077189179043,952.3255297824508,47.10731186634132,-0.14251398996868203
依西美坦片,辉瑞,129.17893502194215,69.96311442625635,29.06733863476383,0.3211429162176632
依诺肝素钠注射液,赛诺菲,4841.249980602857,3064.807356841557,34.492042924997904,0.24263786512092766
依那西普注射液,辉瑞,244.48830240196455,184.74331273152873,23.180882586518717,0.04670323267247978
保妇康栓,海南碧凯,663.1665974623647,550.6206186686402,38.34185166847895,-0.5614180232675536
